sentence,prompt,label,predicted_label
it 's also the year 's sweetest movie .,"Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
it 's also the year 's sweetest movie .,"Review: queen of the damned is too long with too little going on . Sentiment: 0. Review: the problem with all of this : it 's not really funny . Sentiment: 0. Review: a delightful romantic comedy with plenty of bite . Sentiment: 1. Review: the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons . Sentiment: 1. Review: it 's also the year 's sweetest movie . Sentiment:<mask>.",1,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: an infuriating film . Sentiment: 0. Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
do n't expect any surprises in this checklist of teamwork cliches ...,"Review: wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . Sentiment: 0. Review: an infuriating film . Sentiment: 0. Review: it 's a familiar story , but one that is presented with great sympathy and intelligence . Sentiment: 1. Review: like any good romance , son of the bride , proves it 's never too late to learn . Sentiment: 1. Review: do n't expect any surprises in this checklist of teamwork cliches ... Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
but he loses his focus when he concentrates on any single person .,"Review: shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera . Sentiment: 0. Review: delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year . Sentiment: 1. Review: there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . Sentiment: 0. Review: while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch . Sentiment: 1. Review: but he loses his focus when he concentrates on any single person . Sentiment:<mask>.",0,
